the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.97166145366793 40.76246472184144, -73.97149584940873 40.76239525930265, -73.97168023850946 40.76214384072136, -73.97216191090652 40.762345874620586, -73.97202068220074 40.76253851052499, -73.97193217762926 40.76250138731581, -73.97192283265125 40.76251413528018, -73.97169522180934 40.76241866484097, -73.97166145366793 40.76246472184144)))",523,MN,1293,26,41 East 57th Street,1012930026,Fuller Building,LP-01460,"Borough of Manhattan Tax Map Block 1293, Lot 26.",Designated,,03/18/1986,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1460.pdf,514.554394329,13913.0219281
"MULTIPOLYGON (((-73.93806196940177 40.80450137369703, -73.93824582965789 40.804250307922814, -73.9383230209374 40.804282972517356, -73.938138937807 40.80453434086124, -73.93806196940177 40.80450137369703)))",525,MN,1773,62,120 East 125th Street,1017730062,Fire Hook and Ladder Company No. 14,LP-01838,"Borough of Manhattan Tax Map Block 1773, Lot 62.",Designated,now Engine Company No. 36,06/17/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1838.pdf,258.408861989,2562.06782835
"MULTIPOLYGON (((-73.96022528837433 40.807442092470474, -73.96036320893002 40.8074994215621, -73.96018697713698 40.807736703335536, -73.9600490550563 40.807679374034855, -73.96022528837433 40.807442092470474)))",536,MN,1961,37,1151-1161 Amsterdam Avenue,1019610037,Casa Italiana,LP-00991,"Borough of Manhattan Tax Map Block 1691, Lot 37.",Designated,,03/28/1978,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0991.pdf,285.574534957,4319.78860005
"MULTIPOLYGON (((-73.96382526268957 40.76733982992088, -73.96400337689917 40.767094813603634, -73.9641804509243 40.76716939628572, -73.96400233835162 40.7674144119738, -73.96382526268957 40.76733982992088)))",537,MN,1402,24,149-151 East 67th Street,1014020024,Mount Sinai Dispensary,LP-01053,"Borough of Manhattan Tax Map Block 1402, Lot 24.",Designated,"also known as the 149-151 East 67th Street Building, now the Kennedy Child Study Center",01/29/1980,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1053.pdf,316.13635238,5719.20409685
"MULTIPOLYGON (((-73.95148926666253 40.79265098846253, -73.9518474858455 40.792157153883686, -73.95234242815478 40.79236570387196, -73.95198421152038 40.79285954087346, -73.95148926666253 40.79265098846253)))",542,MN,1609,1,1220-1227 Fifth Avenue,1016090001,Museum of the City of New York,LP-00448,"Borough of Manhattan Tax Map Block 1609, Lot 1.",Designated,,01/24/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0448.pdf,724.306099732,32194.4892989
"MULTIPOLYGON (((-73.97608916562483 40.74969240620081, -73.97625703350656 40.749458519169416, -73.9762052707395 40.74942879989199, -73.97631814774834 40.749476490543316, -73.97614595591492 40.749716401153115, -73.97608916562483 40.74969240620081)))",544,MN,895,60,148 East 40th Street,1008950060,Jonathan W. Allen Stable,LP-01954,"Borough of Manhattan Tax Map Block 895, Lot 60.",Designated,,06/17/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1954.pdf,268.409231568,1814.67720099
"MULTIPOLYGON (((-73.93702090786283 40.82482006045677, -73.93737203405267 40.824340318044165, -73.93988297806648 40.82540049512503, -73.93974415152788 40.82558250198725, -73.93927324385601 40.825772852967425, -73.93702090786283 40.82482006045677)))",545,MN,2035,1,"West 149th to West 150th Street between Frederick Douglass and Adam Clayton Powell, Jr. Boulevards",1020350001,Dunbar Apartments,LP-00708,"Borough of Manhattan Tax Map Block 2035, Lot 1.",Designated,,07/14/1970,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0708.pdf,1932.81697673,154062.170265
"MULTIPOLYGON (((-73.97391896548842 40.749763073424475, -73.97356434565366 40.75025399438327, -73.97243807876784 40.749778931394005, -73.97279590392719 40.749290579266344, -73.97391896548842 40.749763073424475)))",558,MN,1315,24,220 East 42nd Street,1013150024,Daily News Building,LP-01049,"Borough of Manhattan Tax Map Block 1315, Lot 24.",Designated,,07/28/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1049.pdf,1120.2088626,72625.9858278
"MULTIPOLYGON (((-73.97667005626637 40.748813669193936, -73.97685046572238 40.74856810874608, -73.97693256844002 40.74860278930293, -73.9767609611194 40.748836369519566, -73.97675215919249 40.74884835077871, -73.97667005626637 40.748813669193936)))",564,MN,894,37,149 East 38th Street,1008940037,George S. Bowdoin Stable,LP-01953,"Borough of Manhattan Tax Map Block 894, Lot 37.",Designated,,06/17/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1953.pdf,257.011894172,2666.85525289
"MULTIPOLYGON (((-73.97566602537833 40.77790088671489, -73.97548089521914 40.77815374363005, -73.97546005769293 40.7781449538944, -73.97538460417364 40.77811312125538, -73.97520337171667 40.77836061695913, -73.97473075631223 40.778161230442095, -73.97509735156261 40.77766057064115, -73.97566602537833 40.77790088671489)))",570,MN,1127,29,145-146 Central Park West,1011270029,San Remo Apartments,LP-01519,"Borough of Manhattan Tax Map Block 1127, Lot 29.",Designated,,03/31/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1519.pdf,777.790692516,34459.6283299
"MULTIPOLYGON (((-73.97666336679852 40.776661123754536, -73.9762945767138 40.777163151519005, -73.97563734944569 40.77688502214228, -73.9760075109189 40.77638357666855, -73.97666336679852 40.776661123754536)))",575,MN,1125,25,1 West 72nd Street,1011250025,Dakota Apartments,LP-00280,"Borough of Manhattan Tax Map Block 1125, Lot 25.",Designated,,02/11/1969,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0280.pdf,835.21293897,43598.1691881
"MULTIPOLYGON (((-73.97816090044573 40.72369680516922, -73.97832437060443 40.72347375829071, -73.9783279565223 40.72347527092088, -73.97839758371755 40.723504645112016, -73.9782341101752 40.72372769839638, -73.97816090044573 40.72369680516922)))",577,MN,376,13,242 East 7th Street,1003760013,Congregation Beth Hamedrash Hagadol Anshe Ungarin,LP-02261,"Borough of Manhattan Tax Map Block 376, Lot 13.",Designated,,03/18/2008,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2261.pdf,232.49527771,2159.03147237
"MULTIPOLYGON (((-73.97463540335521 40.76106112780422, -73.97476920224123 40.760879666792505, -73.97517574347218 40.76105115625149, -73.97508615418083 40.76117266090153, -73.9747624232561 40.76103610726551, -73.97471795591161 40.76109641781335, -73.97463540335521 40.76106112780422)))",579,MN,1290,1,689-691 Fifth Avenue,1012900001,Aeolian Building,LP-02125,"Borough of Manhattan Tax Map Block 1290, Lot 1.",Designated,,12/10/2002,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2125.pdf,409.321192836,7195.29989247
"MULTIPOLYGON (((-74.00696351047144 40.71094591268189, -74.00722588450802 40.71115297077003, -74.00681592239667 40.71144216689001, -74.00656905380902 40.711225070798974, -74.00696351047144 40.71094591268189)))",583,MN,90,14,3-9 Beekman Street,1000900014,Temple Court Building and Annex,LP-01967,"Borough of Manhattan Tax Map Block 90, Lot 14.",Designated,,02/10/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1967.pdf,513.711080337,15924.1159053
"MULTIPOLYGON (((-73.96492329085856 40.75655199435718, -73.96510179634504 40.75630883112301, -73.96527707464587 40.756381607089786, -73.96533940672441 40.75640748927142, -73.96516089354378 40.75665066727586, -73.96492329085856 40.75655199435718)))",588,MN,1346,32,342-348 East 54th Street,1013460032,"Free Public Baths of the City of New York, East 54th Street Bath and Gymnasium",LP-02435,"Borough of Manhattan Tax Map Block 1346, Lot 32.",Designated,,05/10/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2435.pdf,352.934271527,7609.81155775
"MULTIPOLYGON (((-73.95018714454496 40.80682168672397, -73.95049303504544 40.80695043486384, -73.95051593029073 40.80696007102052, -73.95033592133902 40.80720643928433, -73.95000713356471 40.80706805537988, -73.95018714454496 40.80682168672397)))",589,MN,1927,33,"2034-2040 Adam Clayton Powell, Jr. Boulevard",1019270033,Washington Apartments,LP-01842,"Borough of Manhattan Tax Map Block 1927, Lot 33.",Designated,,01/05/1993,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1842.pdf,413.43442894,10682.5124818
"MULTIPOLYGON (((-74.00748704848807 40.723582769798476, -74.0074482647875 40.72380950253907, -74.00630258741263 40.7237017466743, -74.00645168470001 40.72283754122859, -74.00748704848807 40.723582769798476)))",591,MN,226,1,75 Varick Street,1002260001,Holland Plaza Building,LP-02537,"Borough of Manhattan Tax Map Block 226, Lot 1",Designated,,09/24/2013,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2537.pdf,1115.90653191,64117.177254
"MULTIPOLYGON (((-73.98145970390749 40.77035829957535, -73.9810939810602 40.77086226893393, -73.98029198012256 40.77052422700243, -73.98065416541168 40.77002513939701, -73.98145970390749 40.77035829957535)))",594,MN,1115,7501,25 Central Park West,1011157501,Century Apartments,LP-01517,"Borough of Manhattan Tax Map Block 1115, Lot 29.",Designated,,07/09/1985,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1517.pdf,925.381039191,53006.7596155
"MULTIPOLYGON (((-73.98650018869161 40.737728653537744, -73.98674554671612 40.737390165035684, -73.98684703594725 40.73743282020828, -73.9866041429265 40.73777234659592, -73.98650018869161 40.737728653537744)))",595,MN,875,69,16 Gramercy Park South,1008750069,The Players,LP-00222,"Borough of Manhattan Tax Map Block 875, Lot 69.",Designated,,03/15/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0222.pdf,346.699937289,4580.11877829
"MULTIPOLYGON (((-73.99567162371838 40.719938704066365, -73.9957829359521 40.71966176903216, -73.9958633847535 40.71968949324324, -73.99575039897358 40.71997057513966, -73.99567162371838 40.719938704066365)))",599,MN,470,12,363 Broome Street,1004700012,Fire Engine Company 55,LP-01987,"Borough of Manhattan Tax Map Block 470, Lot 12.",Designated,,10/13/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1987.pdf,261.810438462,2580.76760931
"MULTIPOLYGON (((-73.98029683224392 40.783834042857194, -73.98066565029177 40.783324301710124, -73.9814699497439 40.78366055953619, -73.98110113599071 40.78417030413143, -73.98029683224392 40.783834042857194)))",600,MN,1170,7502,2201-2219 Broadway,1011707502,Apthorp Apartments,LP-00288,"Borough of Manhattan Tax Map Block 1170, Lot 1.",Designated,,09/09/1969,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0288.pdf,932.311764043,53878.9239416
"MULTIPOLYGON (((-74.00839445475489 40.73624455025615, -74.00975756572504 40.73607391187605, -74.00968608900574 40.736911727755114, -74.00834866161726 40.73690408541099, -74.00839445475489 40.73624455025615)))",601,MN,639,1,"445-465 West Street, 137-169 Bank Street, 51-77 Bethune Street, and 734-754 Washington Street",1006390001,Bell Telephone Laboratories Complex,LP-02391,"Borough of Manhattan Tax Map Block 639, Lot 1.",Designated,"including former Western Electric Company & Hook's Steam-powered Factory Buildings, now Westbeth Artists' Housing",10/25/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2391.pdf,1299.99825033,101586.192169
"MULTIPOLYGON (((-74.01225071852335 40.70726608421882, -74.01240459471641 40.7070807254127, -74.01306513209181 40.70739032464793, -74.01294528739317 40.7075733995126, -74.01259905899036 40.707423414560274, -74.01225071852335 40.70726608421882)))",606,MN,21,4,65 Broadway,1000210004,American Express Company Building,LP-01932,"Borough of Manhattan Tax Map Block 21, Lot 4.",Designated,,12/12/1995,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1932.pdf,592.242751396,16984.4573879
"MULTIPOLYGON (((-74.01040058507331 40.71493687030928, -74.01059927767975 40.71468500555692, -74.01067934340732 40.71472146792672, -74.01048065099492 40.714973333716564, -74.01040058507331 40.71493687030928)))",607,MN,132,6,75 Murray Street,1001320006,Hopkins Store,LP-00601,"Borough of Manhattan Tax Map Block 132, Lot 6.",Designated,designated as 75 Murray Street Building,12/10/1968,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0601.pdf,265.784274501,2768.46395842
"MULTIPOLYGON (((-74.00566678789137 40.71568031974832, -74.00532737393773 40.715525241974845, -74.00547185369403 40.715354525466324, -74.00586849714489 40.71553536801537, -74.00573236081839 40.71571009907711, -74.00566678789137 40.71568031974832)))",609,MN,151,32,305 Broadway,1001510032,Mutual Reserve Fund Life Association Building,LP-02431,"Borough of Manhattan Tax Map Block 151, Lot 32.",Designated,,12/20/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2431.pdf,407.088565832,9586.384587
"MULTIPOLYGON (((-73.99352894626332 40.72215827868219, -73.99357848123502 40.72202625416029, -73.99393778357175 40.72209971919175, -73.99388751642284 40.72223369433151, -73.99352894626332 40.72215827868219)))",610,MN,492,23,222 Bowery,1004920023,Young Men's Institute Building,LP-02028,"Borough of Manhattan Tax Map Block 492, Lot 23.",Designated,Young Men's Christian Association (YMCA),11/17/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2028.pdf,307.030965607,5196.16815471
"MULTIPOLYGON (((-74.00395092106233 40.71803554501438, -74.00409154818486 40.71810058303606, -74.00412946509911 40.718118120014076, -74.00393411430639 40.71836741592063, -74.0037480092304 40.718282157347566, -74.00395092106233 40.71803554501438)))",612,MN,175,7503,55 White Street,1001757503,Condict Store,LP-01651,"Borough of Manhattan Tax Map Block 175, lot 25.",Designated,also known as 55 White Street Building,03/22/1988,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1651.pdf,329.885567385,6253.43192958
"MULTIPOLYGON (((-73.96542168915887 40.76474669318665, -73.96538056629844 40.76472932902342, -73.96556177079836 40.76447979960887, -73.96566201709464 40.76452212891132, -73.96548081048637 40.76477165848131, -73.96542168915887 40.76474669318665)))",623,MN,1398,27,153 East 63rd Street,1013980027,Cyril and Barbara Rutherford Hatch Residence,LP-00943,"Borough of Manhattan Tax Map Block 1398, Lot 27.",Designated,,01/11/1977,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0943.pdf,271.226310561,3298.66446737
"MULTIPOLYGON (((-73.96600370094674 40.79870042669481, -73.96614796634387 40.79850257809891, -73.96614862978419 40.79850285654804, -73.9663265042643 40.798258912915294, -73.96690585047756 40.79850233802607, -73.96655272732015 40.798986627341925, -73.96597271474188 40.79874292112432, -73.96600370094674 40.79870042669481)))",629,MN,1855,50,891 Amsterdam Avenue,1018550050,Association Residence for Respectable Aged Indigent Females,LP-01280,"Borough of Manhattan Tax Map Block 1855, Lot 50.",Designated,now a branch of Hostellng International-USA,04/12/1983,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1280.pdf,770.440421627,36994.3116802
"MULTIPOLYGON (((-73.94712715225744 40.79245371721842, -73.94725427333691 40.79227899373606, -73.94741385753667 40.79234730927932, -73.94746696598583 40.792274307416186, -73.94772547524713 40.792383543989075, -73.94754574010749 40.79263059565844, -73.94712715225744 40.79245371721842)))",640,MN,1633,66,112 East 106th Street,1016330066,Regina Angelorum,LP-00934,"Borough of Manhattan Tax Map Block 1633, Lot 66.",Designated,designated as Saint Cecilia's Convent,09/14/1976,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0934.pdf,471.217385698,12105.5473407
"MULTIPOLYGON (((-73.97534638268951 40.76306919089258, -73.97552242272671 40.76282709542852, -73.97559484296852 40.76285764239157, -73.9754188031138 40.763099737965234, -73.97534638268951 40.76306919089258)))",646,MN,1272,25,17 West 56th Street,1012720025,Edith Andrews Logan Residence,LP-02329,"Borough of Manhattan Tax Map Block 1272, Lot 25.",Designated,,10/06/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2329.pdf,247.45782933,2312.2537634
"MULTIPOLYGON (((-73.97470675602501 40.78836288392066, -73.97508068576916 40.787849434037966, -73.97619783960765 40.788325143643036, -73.97578135314676 40.78881596579573, -73.97470675602501 40.78836288392066)))",648,MN,1234,19,201-225 West 86th Street,1012340019,Belnord Apartments,LP-00289,"Borough of Manhattan Tax Map Block 1234, Lot 19.",Designated,,09/20/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0289.pdf,1121.48902691,74033.5341594
"MULTIPOLYGON (((-73.9461669539693 40.79090715298391, -73.94610649605292 40.79088160454203, -73.94628916418755 40.790630239415975, -73.946367788695 40.79066341625461, -73.94618511835793 40.79091482922939, -73.9461669539693 40.79090715298391)))",651,MN,1632,29,175 East 104th Street,1016320029,Fire Engine Company No. 53,LP-02284,"Borough of Manhattan Tax Map Block 1632, Lot 29.",Designated,,09/16/2008,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2284.pdf,259.069098926,2605.85104172
"MULTIPOLYGON (((-73.97745803773557 40.75733531867916, -73.9775546720713 40.75720310468507, -73.97788203353599 40.757340998406285, -73.97778604496881 40.757473484749326, -73.97745803773557 40.75733531867916)))",657,MN,1284,2,597 Fifth Avenue,1012840002,Scribner Building,LP-01100,"Borough of Manhattan Tax Map Block 1284, Lot 2.",Designated,,03/23/1982,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1100.pdf,317.78056946,5719.30541787
"MULTIPOLYGON (((-73.96762413886637 40.76812967791781, -73.96754524613831 40.76809646225705, -73.96772746367121 40.76784592758549, -73.96805356990778 40.767983271436286, -73.96787129048545 40.76823373546122, -73.96762413886637 40.76812967791781)))",659,MN,1381,7502,45 East 66th Street,1013817502,45 East 66th Street Apartments,LP-00963,"Borough of Manhattan Tax Map Block 1381, Lot 22.",Designated,,11/15/1977,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0963.pdf,415.094852061,10768.7019072
