Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
Smithfield Presbyterian Church,Madison,12/12/94,94NR00715,-75.6880087,42.96561796,POINT (-75.6880086996 42.9656179617),church
Caldwell Presbyterian Church,Warren,4/12/16,15NR00123,-73.7152554,43.42481551,POINT (-73.7152554034 43.4248155128),church
First Baptist Church of Mumford,Monroe,3/23/10,09NR06062,-77.85979918,42.99035843,POINT (-77.8597991783 42.9903584313),church
Nelson Methodist Episcopal Church,Madison,4/17/17,07NR05754,-75.77484962,42.91737291,POINT (-75.774849617 42.9173729092),church
United States Post Office-Church Street Station,New York,5/11/89,90NR00712,-74.0106422,40.71274316,POINT (-74.0106422028 40.7127431605),church
First Methodist Episcopal Church of Nyack,Rockland,2/20/98,98NR01295,-73.91746506,41.10362037,POINT (-73.9174650644 41.1036203697),church
Batavia Club,Genesee,6/19/73,90NR00526,-78.18163353,42.99763248,POINT (-78.1816335332 42.997632482),club
Quaker Ridge Golf Club,Westchester,11/23/20,17NR00019,-73.76296151,40.96925537,POINT (-73.76296151 40.9692553684),club
University Club,New York,4/16/80,90NR00663,-73.9756744,40.7614815,POINT (-73.9756743982 40.7614814953),club
Racquet Court Club Building,New York,,91NR00264,-73.99095261,40.74482272,POINT (-73.9909526131 40.7448227234),club
Bronxville Women's Club,Westchester,10/3/07,06NR05673,-73.82655366,40.94209731,POINT (-73.8265536568 40.9420973141),club
Ausable Club Club,Essex,7/6/05,04NR05398,-73.78067019,44.15217548,POINT (-73.7806701942 44.1521754824),club
Phelps Mansion (Monday Afternoon Club),Broome,6/4/73,90NR00081,-75.90559996,42.10072151,POINT (-75.9055999644 42.100721514),club
Knickerbocker Field Club,Kings,10/29/82,90NR01328,-73.96349727,40.64772862,POINT (-73.9634972701 40.6477286224),club
Level Club,New York,4/9/84,90NR00652,-73.98295262,40.78031349,POINT (-73.9829526241 40.7803134856),club
Seawanhaka Corinthian Yacht Club,Nassau,1/8/74,90NR01719,-73.51372822,40.90279052,POINT (-73.5137282203 40.9027905187),club
"Saturn Club, The",Erie,5/19/05,04NR05413,-78.86949527,42.9106603,POINT (-78.8694952693 42.9106602966),club
Automobile Club of Buffalo Country Club,Erie,6/20/12,11NR06289,-78.59951474,42.97814045,POINT (-78.5995147368 42.9781404481),club
Old Colony Club,New York,4/23/80,90NR00677,-73.98490043,40.74558234,POINT (-73.984900434 40.7455823366),club
Cold Spring Harbor Beach Club,Suffolk,12/12/12,12NR06377,-73.47008129,40.87629109,POINT (-73.4700812896 40.8762910889),club
Fort Schuyler Club Building,Oneida,5/12/04,03NR05176,-75.23496531,43.10000495,POINT (-75.2349653086 43.1000049537),club
Lamb's Club,New York,6/3/82,90NR00750,-73.98458693,40.75650269,POINT (-73.9845869255 40.7565026901),club
Old Grolier Club,New York,4/23/80,90NR00678,-73.98329065,40.74647157,POINT (-73.9832906503 40.7464715737),club
Engineering Societies' Building and Engineers' Club,New York,8/30/07,07NR05737,-73.98370014,40.75256382,POINT (-73.9837001392 40.7525638212),club
Harvard Club of New York City,New York,3/28/80,90NR00644,-73.98116228,40.75570736,POINT (-73.9811622773 40.7557073605),club
Fort Totten Officers' Club,Queens,3/17/86,90NR01567,-73.77769188,40.79217497,POINT (-73.7776918792 40.7921749733),club
Shelter Island Country Club,Suffolk,2/25/09,08NR05954,-72.35767762,41.07694625,POINT (-72.3576776178 41.07694625),club
Mountain Athletic Club Grounds,Delaware,10/29/20,19NR00102,-74.53492826,42.15587639,POINT (-74.5349282563 42.1558763854),club
Buffalo Club,Erie,4/22/21,20NR00093,-78.87620921,42.89511044,POINT (-78.8762092112 42.8951104384),club
Amrita Club,Dutchess,11/26/82,90NR00382,-73.92954888,41.70163082,POINT (-73.9295488836 41.701630816),club
Shinnecock Hills Golf Club,Suffolk,9/29/00,00NR01574,-72.44016925,40.8963185,POINT (-72.4401692492 40.8963184977),club
"Clarke, Thomas B., Residence (Collectors Club Building)",New York,,94NR00527,-73.98207948,40.74803201,POINT (-73.9820794805 40.7480320094),club
Old Field Club and Farm,Suffolk,2/2/16,15NR00108,-73.14142273,40.94528523,POINT (-73.1414227336 40.9452852278),club
Women's Community Club of South Valley,Otsego,2/1/99,99NR01447,-74.71067899,42.7058342,POINT (-74.7106789865 42.7058342048),club
Oswego Yacht Club (McCrobie Civic Center),Oswego,3/23/10,08NR05933,-76.52116294,43.46246177,POINT (-76.5211629383 43.4624617678),club
Colored Musicians Club,Erie,8/28/18,18NR00029,-78.86789618,42.8864995,POINT (-78.8678961765 42.8864995027),club
The 20th Century Club,Erie,5/16/11,10NR06178,-78.87279826,42.90033332,POINT (-78.8727982614 42.9003333182),club
The Manor Club,Westchester,5/12/14,13NR06520,-73.80377632,40.89154414,POINT (-73.8037763185 40.8915441368),club
Garret Club,Erie,1/4/07,06NR05627,-78.87240764,42.91811892,POINT (-78.872407638 42.9181189242),club
Buffalo Tennis and Squash Club,Erie,12/5/08,08NR05897,-78.87769224,42.90539099,POINT (-78.87769224 42.9053909869),club
New Century Club,Oneida,9/12/85,90NR02064,-75.23444954,43.09942039,POINT (-75.2344495373 43.0994203855),club
New York Yacht Club,New York,10/29/82,90NR00897,-73.98157609,40.75572652,POINT (-73.9815760907 40.7557265172),club
Salmagundi Club,New York,7/25/74,90NR00797,-73.99445315,40.73426135,POINT (-73.9944531483 40.7342613529),club
University Club Of Albany,Albany,5/11/11,11NR06214,-73.76088131,42.65604406,POINT (-73.7608813092 42.6560440588),club
Woman's Club of White Plains,Westchester,10/20/10,09NR06010,-73.74845855,41.00627467,POINT (-73.7484585502 41.0062746727),club
Lincoln Club,Kings,1/27/83,90NR01263,-73.95935964,40.6832197,POINT (-73.9593596371 40.6832196962),club
Scarsdale Woman's Club,Westchester,2/29/08,07NR05751,-73.79253655,40.98774263,POINT (-73.7925365483 40.9877426283),club
Fish and Fur Club,Putnam,11/23/82,90NR02393,-73.94881114,41.42396846,POINT (-73.9488111411 41.4239684614),club
The Women's National Republican Club,New York,2/27/13,12NR06397,-73.97732093,40.75965746,POINT (-73.977320932 40.7596574622),club
Racquet and Tennis Club Building,New York,7/13/83,90NR00779,-73.97321712,40.75890856,POINT (-73.9732171206 40.758908556),club
Winged Foot Golf Club,Westchester,6/12/19,19NR00009,-73.75381276,40.96224662,POINT (-73.7538127608 40.9622466178),club
Gooley Club,Essex,5/4/18,17NR00113,-74.23969642,43.87521849,POINT (-74.2396964153 43.8752184886),club
Powelton Club,Orange,12/20/99,99NR01562,-74.01732463,41.52383616,POINT (-74.0173246328 41.5238361614),club
University Club,Monroe,10/4/85,90NR01502,-77.59969086,43.1557205,POINT (-77.5996908613 43.1557205003),club
Keene Valley Country Club,Essex,8/27/20,20NR00048,-73.78531116,44.19118195,POINT (-73.7853111586 44.1911819487),club
Civic Club,New York,9/16/82,90NR00848,-73.97614795,40.74520926,POINT (-73.9761479496 40.74520926),club
Bellevue Country Club,Onondaga,2/5/14,13NR06501,-76.18940283,43.02319856,POINT (-76.189402832 43.0231985613),club
Freer Cottage,Franklin,11/6/92,90NR02968,-74.13160326,44.31733126,POINT (-74.1316032592 44.317331263),cottage
Leis Cottage,Franklin,11/6/92,90NR02943,-74.14840081,44.31978067,POINT (-74.1484008127 44.3197806717),cottage
"Savage, Orin, Cottage",Franklin,11/6/92,90NR02974,-74.13514808,44.32782007,POINT (-74.1351480778 44.3278200665),cottage
Lent Cottage,Essex,11/6/92,90NR02925,-74.12547323,44.3284363,POINT (-74.125473232 44.3284362983),cottage
Wilson Cottage,Franklin,11/6/92,90NR02993,-74.13593277,44.32825726,POINT (-74.1359327696 44.3282572609),cottage
Radwell Cottage,Franklin,11/6/92,93NR00493,-74.13760413,44.33058514,POINT (-74.1376041346 44.3305851395),cottage
Schrader-Griswold Cottage,Franklin,11/6/92,90NR02986,-74.12779593,44.32148268,POINT (-74.1277959259 44.3214826757),cottage
Morgan Cottage,Franklin,11/6/92,90NR02978,-74.12951619,44.33284479,POINT (-74.1295161925 44.3328447901),cottage
Top Cottage,Dutchess,12/9/97,97NR01274,-73.88929016,41.7654959,POINT (-73.8892901637 41.7654959004),cottage
Seeley Cottage,Franklin,11/6/92,90NR02973,-74.13488309,44.32796499,POINT (-74.1348830936 44.327964991),cottage
Holyoke Cottage,Oswego,11/15/88,90NR02139,-76.16501076,43.64531499,POINT (-76.1650107603 43.6453149912),cottage
Noyes Cottage,Franklin,11/6/92,90NR02964,-74.12737664,44.32709241,POINT (-74.1273766373 44.3270924133),cottage
Kennedy Cottage,Essex,11/6/92,90NR02931,-74.12622964,44.32712407,POINT (-74.1262296404 44.327124065),cottage
Magill Cottage,Franklin,11/6/92,90NR02985,-74.12706667,44.31992825,POINT (-74.1270666718 44.3199282473),cottage
Roosevelt Point Cottage and Boathouse,Dutchess,9/2/93,90NR02902,-73.93656573,41.7387483,POINT (-73.9365657285 41.7387482971),cottage
Gamecock Cottage,Suffolk,8/30/07,07NR05711,-73.14746838,40.926089,POINT (-73.1474683784 40.9260889983),cottage
"Allen, Dr. A.H., Cottage",Franklin,11/6/92,90NR02955,-74.12945141,44.33171582,POINT (-74.1294514105 44.3317158235),cottage
"Dove, Arthur, and Helen Torr Cottage",Suffolk,1/28/00,98NR01292,-73.37215588,40.88831456,POINT (-73.3721558785 40.8883145649),cottage
Shore Cottage,Suffolk,8/9/93,91NR00129,-73.17293275,40.89402636,POINT (-73.1729327529 40.8940263559),cottage
Cure Cottage at 43 Forest Hill Avenue,Essex,11/21/12,12NR06384,-74.1229579,44.32963641,POINT (-74.1229578971 44.3296364117),cottage
Eastman Cottage,Nassau,10/2/86,90NR01734,-73.65408498,40.80276524,POINT (-73.6540849807 40.8027652415),cottage
Marquay Cottage,Essex,11/6/92,90NR02933,-74.12190756,44.32267541,POINT (-74.1219075555 44.3226754128),cottage
Hooey Cottage,Franklin,11/6/92,90NR02980,-74.12689059,44.3281889,POINT (-74.1268905948 44.3281889028),cottage
Bogie Cottage,Essex,11/6/92,90NR02923,-74.12529745,44.32512597,POINT (-74.1252974479 44.3251259698),cottage
Distin Cottage,Franklin,11/6/92,90NR02967,-74.12932807,44.31957499,POINT (-74.1293280655 44.3195749858),cottage
Ryan Cottage,Franklin,11/6/92,90NR02944,-74.15254599,44.31855911,POINT (-74.1525459852 44.3185591105),cottage
Feustmann Cottage,Franklin,11/6/92,90NR02956,-74.13015399,44.33306782,POINT (-74.1301539936 44.3330678222),cottage
Sloan Cottage,Franklin,11/6/92,90NR02992,-74.13547269,44.3225664,POINT (-74.1354726939 44.3225663999),cottage
Partridge Cottage,Essex,11/6/92,90NR02934,-74.12428932,44.32429943,POINT (-74.1242893172 44.3242994338),cottage
Coulter Cottage,Essex,11/6/92,90NR02932,-74.12607607,44.3265709,POINT (-74.1260760654 44.3265709016),cottage
Poe Cottage,Bronx,8/19/80,90NR00047,-73.8946132,40.86481128,POINT (-73.8946132037 40.8648112798),cottage
Johnson Cottage,Franklin,11/6/92,90NR02947,-74.13111768,44.32563309,POINT (-74.1311176784 44.3256330897),cottage
Marvin Cottage,Essex,11/6/92,90NR02921,-74.12601876,44.32846527,POINT (-74.1260187564 44.3284652696),cottage
Hill Cottage,Essex,11/6/92,90NR02922,-74.12491751,44.32705846,POINT (-74.1249175108 44.3270584572),cottage
Larom Cottage,Franklin,11/6/92,90NR02977,-74.12787664,44.33331915,POINT (-74.1278766431 44.3333191534),cottage
Brigadier General David McCarty Stone Cottage,Albany,7/28/15,15NR00015,-73.79217936,42.47453481,POINT (-73.7921793593 42.4745348115),cottage
Walker Cottage,Franklin,11/6/92,90NR02981,-74.13319382,44.33245502,POINT (-74.1331938198 44.3324550228),cottage
Stonaker Cottage,Franklin,11/6/92,90NR02988,-74.13458474,44.31604089,POINT (-74.1345847433 44.3160408928),cottage
Ellenberger Cottage,Franklin,11/6/92,90NR02951,-74.13713137,44.3320705,POINT (-74.1371313729 44.3320704956),cottage
Jennings Cottage,Franklin,11/6/92,90NR02970,-74.12990333,44.33092804,POINT (-74.1299033295 44.3309280411),cottage
Baird Cottage,Franklin,11/6/92,90NR02945,-74.13414013,44.31498615,POINT (-74.1341401339 44.3149861462),cottage
Pittenger Cottage,Essex,11/6/92,90NR02920,-74.12188825,44.32860161,POINT (-74.1218882525 44.3286016066),cottage
Cottage Lawn,Madison,11/6/80,90NR01422,-75.64639782,43.0874087,POINT (-75.6463978221 43.0874086992),cottage
Denny Cottage,Essex,11/6/92,90NR02916,-74.12684584,44.33121189,POINT (-74.1268458443 44.3312118914),cottage
"Clark, Peyton, Cottage",Essex,11/6/92,90NR02937,-74.11963551,44.33100783,POINT (-74.1196355104 44.3310078327),cottage
Laron-Welles Cottage,Franklin,11/6/92,90NR02976,-74.12830011,44.33380291,POINT (-74.1283001063 44.3338029082),cottage
Hopkins Cottage,Franklin,11/6/92,90NR02948,-74.13011179,44.31763176,POINT (-74.1301117863 44.3176317607),cottage
Orator F. Woodward Cottage,Wyoming,8/22/16,15NR00039,-78.01969901,42.6986488,POINT (-78.0196990061 42.6986488045),cottage
Drury Cottage,Franklin,11/6/92,90NR02950,-74.13063282,44.32952605,POINT (-74.1306328191 44.3295260482),cottage
Lane Cottage,Essex,11/6/92,90NR02930,-74.12239039,44.32997931,POINT (-74.1223903873 44.3299793113),cottage
"Velzer, N., House and Caretaker's Cottage",Suffolk,9/26/85,90NR01853,-73.36343188,40.88631136,POINT (-73.3634318753 40.8863113602),cottage
Merrillsville Cure Cottage,Franklin,8/10/95,95NR00866,-74.01547942,44.52375461,POINT (-74.0154794204 44.5237546123),cottage
Mackay Estate Dairyman's Cottage,Nassau,3/14/91,90NR03288,-73.62568966,40.80067301,POINT (-73.6256896613 40.8006730053),cottage
Fallon Cottage Annex,Essex,11/6/92,90NR02924,-74.12576441,44.32722884,POINT (-74.1257644093 44.3272288403),cottage
"Miller, Lewis, Cottage",Chautauqua,10/15/66,90NR00108,-79.46499519,42.21043962,POINT (-79.4649951878 42.2104396213),cottage
"Paine, Thomas, Cottage",Westchester,11/28/72,90NR02481,-73.7912404,40.93406298,POINT (-73.7912404006 40.9340629813),cottage
Muselman Cottage,Franklin,11/6/92,90NR02984,-74.12984316,44.32281977,POINT (-74.1298431559 44.3228197735),cottage
Felsthamel/Edelberg Cottage,Franklin,11/6/92,90NR02972,-74.13612185,44.32900239,POINT (-74.1361218542 44.32900239),cottage
Sill Tenant Cottage,Yates,8/24/94,94NR00689,-77.12096717,42.60322438,POINT (-77.1209671687 42.6032243806),cottage
Sarbanes Cottage,Franklin,11/6/92,90NR02949,-74.12741226,44.33105814,POINT (-74.1274122626 44.3310581433),cottage
Wayside Cottage,Westchester,5/1/81,90NR02510,-73.79405625,40.99229668,POINT (-73.7940562525 40.9922966841),cottage
