OBJECTID,City,Block,Lot,Street & Number,BBL,Property Name,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area,Type,County
1140,Manhattan,1373,1,"Roosevelt Island, located approximately opposite East 79th Street",1013730001,New York City Lunatic Asylum,LP-00910,"Tax Map Block 1373, Lot 1 in part consisting of the land on which the described building is situated.",Designated,designated as Octagon Tower,3/23/76,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0910.pdf,287.6857709,5591.387378,other,New York
1144,Manhattan,1373,1,"Roosevelt Island, located approximately opposite East 52nd Street",1013730001,Strecker Laboratory,LP-00909,"Tax Map Block 1373, Lot 1 in part consisting of the land on which the described building is situated.",Designated,,3/23/76,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0909.pdf,195.2411867,1863.535938,other,New York
1174,Manhattan,1130,1,Central Park West at West 77th Street,1011300001,American Museum of Natural History,LP-00282,"Borough of Manhattan Tax Map Block 1130, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,,8/24/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0282.pdf,3479.306029,331134.6639,other,New York
1177,Manhattan,1111,1,Central Park at East 64th Street,1011110001,The Arsenal,LP-00312,"Borough of Manhattan Tax Map Block 1111, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,now the Administration Building of the New York City Department of Parks and Recreation,10/12/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0312.pdf,532.9011359,9760.327583,other,New York
1192,Manhattan,1111,1,Fifth Avenue and East 82nd Street,1011110001,Metropolitan Museum of Art,LP-00410,"Borough of Manhattan Tax Map Block 1111, Lot 1 in part, consisting of the land on which the described buildings are situated.",Designated,,6/9/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0410.pdf,3903.193528,487372.4787,other,New York
1198,Manhattan,1,10,Hay Road,1000010010,Castle Williams,LP-00542,"Borough of Manhattan Tax Map Block 1, Lot 10 in part, consisting of the land on which the described improvement is situated.",Designated,,9/19/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0542.pdf,667.5430979,33524.67019,other,New York
1201,Manhattan,1,10,"Nolan Park, west of Barry Road",1000010010,Commanding Officer's Quarters,LP-00546,"Borough of Manhattan Tax Map Block 1, Lot 10 in part, consisting of the land on which the described building is situated.",Designated,,9/19/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0546.pdf,256.5019826,3863.96691,other,New York
1233,Manhattan,841,71,40 West 40th Street,1008410071,American Radiator Building,LP-00878,"Borough of Manhattan Tax Map Block 841, Lot 71 in part, consisitng of the land on which the described building is situated.",Designated,now the Bryant Park Hotel,11/12/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0878.pdf,311.2906985,5958.843483,other,New York
1238,Manhattan,1,101,Liberty Island,1000010101,Statue of Liberty,LP-00931,"Borough of Manhattan Tax Map Block 1, Lot 101 in part.",Designated,,9/14/76,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0931.pdf,1196.335576,60488.72927,other,New York
1239,Manhattan,1254,1,Riverside Drive at West 89th Street,1012540001,Soldiers' and Sailors' Monument,LP-00932,"Borough of Manhattan Tax Map Block 1254, Lot 1 in part.",Designated,,9/14/76,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0932.pdf,819.5880962,17567.51457,other,New York
1247,Manhattan,193,0,46-50 White Street,0,Woods Mercantile Buildings,LP-01040,"Borough of Manhattan Tax Map Block 193, Lots 10 and 11.",Designated,,9/11/79,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1040.pdf,360.7117229,7931.035055,other,New York
1249,Manhattan,841,49,452 Fifth Avenue,1008410049,Knox Building,LP-01091,"Borough of Manhattan, Tax Map Block 841, Lot 49.",Designated,,9/23/80,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1091.pdf,370.461713,5120.362824,other,New York
1250,Manhattan,0,0,"Broadway, from West 122nd to West 135th Streets",0,"Interborough Rapid Transit System, Manhattan Valley Viaduct",LP-01094,"The portions of the roadbed of Broadway containing the above described structure, Borough of Manhattan.",Designated,,11/24/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1094.pdf,6819.515774,150160.4488,other,New York
1264,Manhattan,1705,1,First Avenue between East 111st and 114th Streets,1017050001,Thomas Jefferson Play Center,LP-02236,Too long,Designated,,7/24/07,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2236.pdf,1619.99575,159631.9475,other,New York
1279,Manhattan,153,1,280 Broadway,1001530001,A. T. Stewart Store,LP-01439,"Borough of Manhattan Tax Map Block 153, Lot 1 in part consisting of the land on which the described building is situtated.",Designated,designated as the Sun Building,10/7/86,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1439.pdf,754.7807625,33947.07275,other,New York
1283,Manhattan,23,19,8-18 Broad Street,1000230019,New York Stock Exchange,LP-01529,"Borough of Manhattan Tax Map Block 23, Lot 19 in part consisting of the land on which the described building is situated.",Designated,,7/9/85,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1529.pdf,564.9537753,18395.56531,other,New York
1284,Manhattan,1271,38,712 Fifth Avenue,1012710038,712 Fifth Avenue Building,LP-01533,"Tax Map Block 1271, Lot 38 in part, consisting of that portion of the lot, formerly known as lot 38, on which 712 Fifth Avenue is situated, and excluding that portion of the lot, formerly known as lot 42, on which 2 West 56th Street is situated.",Designated,"later the Rizzoli Building, now part of the Henri Bendel Store",1/29/85,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1533.pdf,272.9753651,2920.831168,other,New York
1285,Manhattan,1271,39,714 Fifth Avenue,1012710039,Coty Building,LP-01534,"Borough of Manhattan Tax Map Block 1271, Lot 39.",Designated,"later the Rizzoli Building, now part of the Henri Bendel Store",1/29/85,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1534.pdf,277.5700418,3295.711565,other,New York
1287,Manhattan,994,45,130-132 West 42nd Street and 113-137 West 41st Street,1009940045,Bush Tower,LP-01561,"Borough of Manhattan Tax Map Block 994, Lot 45 in part, consisting of the land on which the described building is situated.",Designated,,10/18/88,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1561.pdf,587.839819,14199.5696,other,New York
1296,Manhattan,793,61,140 West 18th Street,1007930061,140 West 18th Street Stable,LP-01819,"Borough of Manhattan Tax Map Block 793, Lot 61 in part, consisting of the land on which the described building is situated.",Designated,,12/11/90,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1819.pdf,228.8893883,2070.0416,other,New York
1297,Manhattan,2054,62,409 Edgecombe Avenue,1020540062,409 Edgecombe Avenue Apartments,LP-01861,"Borough of Manhattan Tax Map Block 2054, Lot 62.",Designated,,6/15/93,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1861.pdf,528.0980562,16640.0286,other,New York
1306,Manhattan,29,7501,56 Beaver Street,1000297501,Delmonico's Building,LP-01944,"Borough of Manhattan Tax Map Block 29, Lot 82 in part consisting of the portion of the lot occupied by the Delmonico's Building.",Designated,,2/13/96,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1944.pdf,380.6982955,5737.504457,other,New York
1307,Manhattan,1268,1,51 West 52nd Street,1012680001,CBS Building,LP-01971,"Borough of Manhattan Tax Map Block 1268, Lot 1 (excluding the portion of the lot subject to the Easement and Perpetual Maintenance Agreement between the 40 West 53rd Street Partnership and CBS Inc., made May 2, 1984, and described as Exhibit B).",Designated,,10/21/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1971.pdf,845.7828515,44680.17903,other,New York
1312,Manhattan,23,7,1 Wall Street,1000230007,1 Wall Street Building,LP-02029,Too long,Designated,now the Bank of New York,3/6/01,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2029.pdf,594.74814,21159.53472,other,New York
1319,Manhattan,25,19,25 Broad Street,1000250019,Broad Exchange Building,LP-02074,"Borough of Manhattan Tax Map Block 25, Lot 19.",Designated,,6/27/00,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2074.pdf,984.9611418,30609.97136,other,New York
1322,Manhattan,1015,7501,217-247 West 43rd Street,1010157501,New York Times Building,LP-02091,"Borough of Manhattan Tax Map Block 1015, lot 12, in part consisting of the land beneath the original 1912-13 building and the 1922-24 and 1930-32 additions known as 217-247 West 43rd Street.",Designated,originally the Times Annex,4/24/01,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2091.pdf,822.5008492,29470.7858,other,New York
1350,Manhattan,870,24,4 Irving Place,1008700024,Consolidated Edison Company Building,LP-02313,"Borough of Manhattan Tax Map Block 870, Lot 24 in part, consisting of the land on which the described building is situated, excluding the 1915 addition at 142 East 15th STreet and the parking lot to the east.",Designated,,2/10/09,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2313.pdf,1089.375635,69606.68514,other,New York
1356,Manhattan,1029,14,1780 Broadway,1010290014,B. F. Goodrich Company Building,LP-02380,"Borough of Manhattan Tax Map Block 1029, Lot 14, in part, consisting of the land beneath 1780-82 Broadway",Designated,,11/10/09,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2380.pdf,354.7177639,6142.680956,other,New York
1364,Manhattan,79,15,11 John Street,1000790015,Corbin Building,LP-02569,"Borough of Manhattan Tax Map Block 79, Lot 15 in part, consisting of the land underneath the described building.",Designated,,6/23/15,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2569.pdf,390.6687136,5331.804783,other,New York
1383,Manhattan,151,29,315 Broadway,1001510029,315 Broadway Building,LP-01756,"Borough of Manhattan Tax Map Block 151, Lot 29",Designated,,6/28/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1756.pdf,300.1208767,4403.698027,other,New York
0,Manhattan,1280,60,420 Lexington Avenue,1012800060,Graybar Building,LP-02554,"Borough of Manhattan Tax Map Block 1280, Lot 60",Designated,,11/22/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2554.pdf,1048.57383,68416.82226,other,New York
0,Manhattan,1296,1,125 Park Avenue,1012960001,Pershing Square Building,LP-02556,"Borough of Manhattan Tax Map Block 1296, Lot 1",Designated,,11/22/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2556.pdf,692.5542368,28621.3517,other,New York
0,Manhattan,1275,61,18 East 41st Street,1012750061,18 East 41st Street Building,LP-02581,"Borough of Manhattan Tax Map Block 1275, Lot 61",Designated,,11/22/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2581.pdf,309.1005762,5195.383573,other,New York
0,Manhattan,1283,17,400 Madison Avenue,1012830017,400 Madison Avenue Building,LP-02576,"Borough of Manhattan Tax Map Block 1283, Lot 17",Designated,,11/22/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2576.pdf,496.0776023,9117.686736,other,New York
0,Manhattan,1285,59,18-20 East 50th Street,1012850059,Hampton Shops Building,LP-02580,"Borough of Manhattan Tax Map Block 1285, Lot 59",Designated,,11/22/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2580.pdf,328.760158,5982.892721,other,New York
0,Manhattan,1920,7,181 West 135th Street,1019200007,"Young Men's Christian Association Building, Harlem Branch (now) Jackie Robinson YMCA Youth Center",LP-01848,"Borough of Manhattan Tax Map Block 1920, Lot 7",Designated,,12/13/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1848.pdf,362.4492483,7972.068875,other,New York
0,Manhattan,1273,33,754 Fifth Avenue,1012730033,Bergdorf Goodman,LP-00735,"Borough of Manhattan Tax Map Block 1273, Lot 33",Designated,,12/13/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0735.pdf,690.2457501,27607.26722,other,New York
0,Manhattan,77,24,33-43 Gold Street,1000770024,Excelsior Steam Power Company Building,LP-00962,"Borough of Manhattan Tax Map Block 77, Lot 24 in part",Designated,,12/13/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0962.pdf,450.2391151,12399.0993,other,New York
0,Manhattan,0,0,827-831 Broadway,0,827-831 Broadway Buildings,LP-02594,"Borough of Manhattan Tax Map Block 564, Lot 17, Block 564, Lot 19 in part",Designated,,10/31/17,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2594.pdf,366.7585527,7530.238923,other,New York
1017,Manhattan,74,1,189 Front Street,1000740001,189 Front Street Building,LP-00073,"Borough of Manhattan Tax Map Block 74, Lot 10 in part, consisting of the land on which the described building is situated.",Designated,,10/29/68,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0073.pdf,171.8678216,1379.91212,other,New York
0,Manhattan,858,58,95 Madison Avenue,1008580058,Emmet Building,LP-02603,"Borough of Manhattan Tax Map Block 858, Lot 58",Designated,,3/6/18,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2603.pdf,413.9177203,10707.31337,other,New York
1256,Manhattan,0,0,783 Fifth Avenue at East 59th Street,0,"Sidewalk Clock, 783 Fifth Avenue",LP-01170,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Manhattan, Tax Map Block 1374, Lot 1.",Designated,,8/25/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1170.pdf,37.6513157,112.5242252,other,New York
1257,Manhattan,0,0,522 Fifth Avenue,0,"Sidewalk Clock, 522 Fifth Avenue",LP-01171,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Manhattan, Tax Map Block 1258, Lot 38.",Designated,,8/25/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1171.pdf,37.65134631,112.5244086,other,New York
1258,Manhattan,0,0,200 Fifth Avenue at West 23rd Street,0,"Sidewalk Clock, 200 Fifth Avenue",LP-01172,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Manhattan, Tax Map Block 528, Lot 31.",Designated,,8/25/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1172.pdf,37.65120503,112.5235642,other,New York
0,Manhattan,1291,10,"550 Madison Avenue (aka 550-570 Madison Avenue, 13-29 East 55th Street, 14-28 East 56th Street)",1012910010,"AT&T Corporate Headquarters Building (later Sony Plaza, now 550 Madison Avenue)",LP-02600,"Borough of Manhattan Tax Map Block 1291, Lot 10",Designated,,7/31/18,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2600.pdf,806.5817996,39370.54931,other,New York
24805,Manhattan,1426,10,215 East 71st Street,1014260010,National Society of Colonial Dames in New York State Headquarters,LP-02605,"Borough of Manhattan Tax Map Block 1426, Lot 10",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2605.pdf,290.6731742,4308.090127,other,New York
7933,Manhattan,564,39,836 Broadway,1005640039,836 Broadway Building,LP-02618,"Borough of Manhattan Tax Map Block 564, Lot 39",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2618.pdf,552.0526031,11081.46482,other,New York
7934,Manhattan,564,41,840 Broadway,1005640041,840 Broadway Building,LP-02619,"Borough of Manhattan Tax Map Block 564, Lot 41",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2619.pdf,288.1515329,3829.366125,other,New York
439507,Manhattan,565,15,841 Broadway,1005650015,The Roosevelt Building,LP-02620,"Borough of Manhattan Tax Map Block 565, Lot 15 in part",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2620.pdf,435.3855346,11008.40747,other,New York
0,Manhattan,564,36,832 Broadway,1005640036,832-834 Broadway Building,LP-02617,"Borough of Manhattan Tax Map Block 564, Lot 36 in part",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2617.pdf,355.9125685,5748.83235,other,New York
0,Manhattan,564,36,830 Broadway,1005640036,830 Broadway Building,LP-02616,"Borough of Manhattan Tax Map Block 564, Lot 36 in part",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2616.pdf,308.3284812,3378.306967,other,New York
7931,Manhattan,564,34,826 Broadway,1005640034,826 Broadway Building,LP-02615,"Borough of Manhattan Tax Map Block 564, Lot 34",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2615.pdf,515.5967309,11696.84,other,New York
7907,Manhattan,563,31,817 Broadway,1005630031,817 Broadway Building,LP-02614,"Borough of Manhattan Tax Map Block 563, Lot 31",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2614.pdf,447.5867946,9098.409206,other,New York
8731,Manhattan,590,47,31 Cornelia Street,1005900047,The Caffe Cino,LP-02635,"Borough of Manhattan Tax Map Block 590, Lot 47 in part",Designated,,6/18/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2635.pdf,164.2990742,1265.68252,other,New York
11950,Manhattan,770,17,243 West 20 Street,1007700017,Women's Liberation Center,LP-02633,"Borough of Manhattan Tax Map Block 770, Lot 17",Designated,,6/18/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2633.pdf,207.0337338,2015.397416,other,New York
18484,Manhattan,1143,19,137 West 71st Street,1011430019,James Baldwin Residence,LP-02636,"Borough of Manhattan Tax Map Block 1143, Lot 19",Designated,,6/18/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2636.pdf,256.434158,2251.499443,other,New York
18306,Manhattan,617,47,208 West 13th Street,1006170047,"The Lesbian, Gay, Bisexual & Transgender Community Center",LP-02634,"Borough of Manhattan Tax Map Block 617, Lot 47 in part",Designated,,6/18/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2634.pdf,452.6034121,7432.494416,other,New York
0,Manhattan,830,11,47 West 28th Street,1008300011,"47 West 28th Street Building, Tin Pan Alley",LP-02626,"Borough of Manhattan Tax Map Block 830, Lot 11",Designated,,12/10/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2626.pdf,241.346556,2123.541781,other,New York
0,Manhattan,830,10,49 West 28 Street,1008300010,"49 West 28th Street Building, Tin Pan Alley",LP-02627,"Borough of Manhattan Tax Map Block 830, Lot 10",Designated,,12/10/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2627.pdf,242.570027,2184.27491,other,New York
0,Manhattan,830,9,51 West 28 Street,1008300009,"51 West 28th Street Building, Tin Pan Alley",LP-02628,"Borough of Manhattan Tax Map Block 830, Lot 9",Designated,,12/10/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2628.pdf,240.5699731,2084.983085,other,New York
0,Manhattan,830,8,53 West 28 Street,1008300008,"53 West 28th Street Building, Tin Pan Alley",LP-02629,"Borough of Manhattan Tax Map Block 830, Lot 8",Designated,,12/10/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2629.pdf,189.2522383,1508.789928,other,New York
0,Manhattan,830,7,55 West 28 Street,1008300007,"55 West 28th Street Building, Tin Pan Alley",LP-02630,"Borough of Manhattan Tax Map Block 830, Lot 7",Designated,,12/10/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2630.pdf,189.2064146,1507.085147,other,New York
0,Manhattan,576,36,70 Fifth Avenue (aka 2-6 West 13th Street),1005760036,"Educational Building, 70 Fifth Avenue",LP-02650,"Borough of Manhattan, Tax Map Block 576, Lot 36",Designated,,5/18/21,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2650.pdf,626.6865432,11262.27446,other,New York
0,Manhattan,117,100,Chatham Square and East Broadway,1001170100,Kimlau War Memorial,LP-02653,"Borough of Manhattan, Tax Map Block 117, Lot 100 in part",Designated,,6/22/21,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2653.pdf,77.55916005,86.76188179,other,New York
0,Manhattan,611,30,155-159 West 10th Street (aka 186-188 Waverly Place),1006110030,Julius' Bar Building,LP-02663,"Borough of Manhattan, Tax Map Block 611, Lot 30",Designated,,12/6/22,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2663.pdf,196.7915404,1540.619774,other,New York
0,Manhattan,2107,72,"935 St. Nicholas Avenue (aka 929-939 St. Nicholas Avenue, 426-466 West 157th Street)",1021070072,935 St. Nicholas Avenue Building,LP-02670,"Borough of Manhattan Tax Map Block 2107, Lot 72",Designated,,6/27/23,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2670.pdf,536.3494986,16887.38341,other,New York
166,Manhattan,124,11,25 Park Place,1001240011,25 Park Place Building,LP-02223,"Borough of Manhattan, Tax Map Block 124, Lot 11.",Designated,,3/13/07,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2223.pdf,396.8658254,5552.070085,park,New York
194,Manhattan,392,5,151 Avenue B,1003920005,Charlie Parker Residence,LP-02032,"Borough of Manhattan Tax Map Block 392, Lot 5.",Designated,,5/18/99,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2032.pdf,236.6544426,2266.413711,park,New York
220,Manhattan,862,29,2 Park Avenue,1008620029,2 Park Avenue Building,LP-02186,"Borough of Manhattan Tax Map Block 862, Lot 29.",Designated,,4/18/06,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2186.pdf,833.5328982,43422.76359,park,New York
279,Manhattan,1114,7501,33-43 West 61st Street,1011147501,Kent Automatic Parking Garage,LP-01239,"Borough of Manhattan, Tax Map Block 1114, Lot 1.",Designated,"later the Sofia Brothers Warehouse, now the Sofia Apartments",4/12/83,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1239.pdf,486.999887,14452.48854,park,New York
345,Manhattan,90,7501,15 Park Row,1000907501,Park Row Building,LP-02024,"Borough of Manhattan Tax Map Block 90, Lot 4.",Designated,,6/15/99,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2024.pdf,619.1210783,15288.47324,park,New York
355,Manhattan,124,10,23 Park Place,1001240010,23 Park Place Building,LP-02217,"Borough of Manhattan, Tax Map Block 124, Lot 10.",Designated,,3/13/07,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2217.pdf,381.0206727,4736.229827,park,New York
392,Manhattan,841,89,80 West 40th Street,1008410089,Bryant Park Studios,LP-01542,"Borough of Manhattan Tax Map Block 841, Lot 89.",Designated,,12/13/88,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1542.pdf,328.7677733,6342.356617,park,New York
454,Manhattan,1402,30,163 East 67th Street,1014020030,Park East Synagogue,LP-01056,"Borough of Manhattan Tax Map Block 1402, Lot 30.",Designated,Congregation Zichron Ephraim,1/29/80,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1056.pdf,347.3797142,7310.531563,park,New York
501,Manhattan,1030,58,240 Central Park South,1010300058,240 Central Park South Apartments,LP-02116,"Borough of Manhattan Tax Map Block 1030, Lot 58.",Designated,,6/25/02,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2116.pdf,755.6222836,36837.27849,park,New York
1038,Manhattan,340,1,130 Pitt Street,1003400001,Hamilton Fish Park Play Center,LP-01264,"Borough of Manhattan Tax Map Block 340, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,,12/21/82,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1264.pdf,396.6793619,5787.929957,park,New York
1067,Manhattan,0,0,Park Avenue from East 40th Street to Grand Central Terminal,0,Park Avenue Viaduct,LP-01127,Too long,Designated,also known as the Pershing Square Viaduct,9/23/80,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1127.pdf,1192.381361,23700.94049,park,New York
149,Manhattan,755,40,Eighth Avenue at West 31st Street,1007550040,United States General Post Office,LP-00232,"Borough of Manhattan Tax Map Block 755, Lot 40.",Designated,now the James A. Farley Building,5/17/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0232.pdf,2532.686783,369155.6011,post office,New York
409,Manhattan,88,5,20 Vesey Street,1000880005,New York Evening Post Building,LP-00077,"Borough of Manhattan Tax Map Block 88, Lot 5.",Designated,,11/23/65,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0077.pdf,361.1577958,7304.993773,building,New York
1034,Manhattan,331,65,Former intersection of Broome and Sheriff Streets,1003310065,Historic Street Lampposts (084),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.33262468,77.93601375,lampost,New York
0,Manhattan,0,0,Greenwich Street between Battery Place and Morris Street,0,Historic Street Lampposts (007),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.38970861,78.20963938,lampost,New York
0,Manhattan,0,0,Adjacent to 107 and 109 Washington Street,0,Historic Street Lampposts (080),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.31947966,77.86007064,lampost,New York
0,Manhattan,0,0,Northeast corner of Albany and West Streets,0,Historic Street Lampposts (079),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.47292492,78.62486859,lampost,New York
0,Manhattan,101,2,147 Nassau Street,1001010002,Historic Street Lampposts (077),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.23116032,77.42156571,lampost,New York
0,Manhattan,77,24,33-43 Gold Street,1000770024,Historic Street Lampposts (093),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.47101785,78.61534001,lampost,New York
0,Manhattan,0,0,Southwest corner of Walker Street and 6th Avenue,0,Historic Street Lampposts (091),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.27008627,77.61467944,lampost,New York
0,Manhattan,0,0,Adjacent to 10 Pine Street (120 Broadway),0,Historic Street Lampposts (006),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.3611989,78.06763625,lampost,New York
0,Manhattan,0,0,Adjacent to 13-19 Greenwich Street (25 Broadway),0,Historic Street Lampposts (008),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.33604599,77.94245944,lampost,New York
0,Manhattan,0,0,Southeast corner of Washington and Warren Streets,0,Historic Street Lampposts (089),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.31555767,77.84057111,lampost,New York
0,Manhattan,0,0,Southeast corner of State Street and Bridge Street,0,Historic Street Lampposts (001),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.32899381,77.90738219,lampost,New York
0,Manhattan,0,0,Adjacent to 24 Beaver Street,0,Historic Street Lampposts (003),LP-01961,Consisting of the property on which the descibed lamppost is situated.,Designated,,6/17/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1961.pdf,31.32290617,77.87710794,lampost,New York
